31855000.0 	4.36336595992e-07	-300.0	724.264069131
31855000.0 	0.436337032328	-300.0	724.683421367
31855000.0 	0.87267362832	-300.0	725.104016275
31855000.0 	1.30901022431	-300.0	725.525856717
31855000.0 	1.7453468203	-300.0	725.948945557
31855000.0 	2.18168341629	-300.0	726.373285661
31855000.0 	2.61802001229	-300.0	726.798879903
31855000.0 	3.05435660828	-300.0	727.225731156
31855000.0 	3.49069320427	-300.0	727.6538423
31855000.0 	3.92702980026	-300.0	728.083216218
31855000.0 	4.36336639625	-300.0	728.513855794
31855000.0 	4.79970299224	-300.0	728.945763919
31855000.0 	5.23603958824	-300.0	729.378943485
31855000.0 	5.67237618423	-300.0	729.813397391
31855000.0 	6.10871278022	-300.0	730.249128536
31855000.0 	6.54504937621	-300.0	730.686139824
31855000.0 	6.9813859722	-300.0	731.124434164
31855000.0 	7.41772256819	-300.0	731.564014466
31855000.0 	7.85405916418	-300.0	732.004883646
31855000.0 	8.29039576017	-300.0	732.447044622
31855000.0 	8.72673235616	-300.0	732.890500318
31855000.0 	9.16306895216	-300.0	733.335253657
31855000.0 	9.59940554815	-300.0	733.781307572
31855000.0 	10.0357421441	-300.0	734.228664993
31855000.0 	10.4720787401	-300.0	734.677328859
31855000.0 	10.9084153361	-300.0	735.12730211
31855000.0 	11.3447519321	-300.0	735.578587691
31855000.0 	11.7810885281	-300.0	736.031188548
31855000.0 	12.2174251241	-300.0	736.485107634
31855000.0 	12.6537617201	-300.0	736.940347904
31855000.0 	13.0900983161	-300.0	737.396912316
31855000.0 	13.5264349121	-300.0	737.854803832
31855000.0 	13.9627715081	-300.0	738.31402542
31855000.0 	14.3991081041	-300.0	738.774580049
31855000.0 	14.8354447	-300.0	739.236470692
31855000.0 	15.271781296	-300.0	739.699700326
31855000.0 	15.708117892	-300.0	740.164271932
31855000.0 	16.144454488	-300.0	740.630188495
31855000.0 	16.580791084	-300.0	741.097453003
31855000.0 	17.01712768	-300.0	741.566068446
31855000.0 	17.453464276	-300.0	742.036037822
31855000.0 	17.889800872	-300.0	742.507364129
31855000.0 	18.326137468	-300.0	742.980050369
31855000.0 	18.762474064	-300.0	743.45409955
31855000.0 	19.1988106599	-300.0	743.929514681
31855000.0 	19.6351472559	-300.0	744.406298777
31855000.0 	20.0714838519	-300.0	744.884454855
31855000.0 	20.5078204479	-300.0	745.363985935
31855000.0 	20.9441570439	-300.0	745.844895044
31855000.0 	21.3804936399	-300.0	746.32718521
31855000.0 	21.8168302359	-300.0	746.810859465
31855000.0 	22.2531668319	-300.0	747.295920845
31855000.0 	22.6895034279	-300.0	747.78237239
31855000.0 	23.1258400239	-300.0	748.270217144
31855000.0 	23.5621766198	-300.0	748.759458153
31855000.0 	23.9985132158	-300.0	749.250098469
31855000.0 	24.4348498118	-300.0	749.742141147
31855000.0 	24.8711864078	-300.0	750.235589244
31855000.0 	25.3075230038	-300.0	750.730445823
31855000.0 	25.7438595998	-300.0	751.22671395
31855000.0 	26.1801961958	-300.0	751.724396694
31855000.0 	26.6165327918	-300.0	752.223497129
31855000.0 	27.0528693878	-300.0	752.724018331
31855000.0 	27.4892059838	-300.0	753.225963382
31855000.0 	27.9255425797	-300.0	753.729335366
31855000.0 	28.3618791757	-300.0	754.234137371
31855000.0 	28.7982157717	-299.999999999	754.74037249
31855000.0 	29.2345523677	-299.999999999	755.248043819
31855000.0 	29.6708889637	-299.999999999	755.757154456
31855000.0 	30.1072255597	-299.999999999	756.267707506
31855000.0 	30.5435621557	-299.999999999	756.779706076
31855000.0 	30.9798987517	-299.999999999	757.293153276
31855000.0 	31.4162353477	-299.999999999	757.808052222
31855000.0 	31.8525719436	-299.999999999	758.324406032
31855000.0 	32.2889085396	-299.999999999	758.842217828
31855000.0 	32.7252451356	-299.999999999	759.361490736
31854999.9999 	33.1615817316	-299.999999999	759.882227887
31854999.9999 	33.5979183276	-299.999999999	760.404432415
31854999.9999 	34.0342549236	-299.999999999	760.928107456
31854999.9999 	34.4705915196	-299.999999999	761.453256152
31854999.9999 	34.9069281156	-299.999999999	761.979881649
31854999.9999 	35.3432647115	-299.999999999	762.507987095
31854999.9999 	35.7796013075	-299.999999999	763.037575644
31854999.9999 	36.2159379035	-299.999999999	763.568650452
31854999.9999 	36.6522744995	-299.999999999	764.10121468
31854999.9999 	37.0886110955	-299.999999999	764.635271492
31854999.9999 	37.5249476915	-299.999999999	765.170824057
31854999.9999 	37.9612842875	-299.999999999	765.707875547
31854999.9999 	38.3976208835	-299.999999999	766.246429137
31854999.9999 	38.8339574794	-299.999999999	766.786488008
31854999.9999 	39.2702940754	-299.999999999	767.328055344
31854999.9999 	39.7066306714	-299.999999999	767.871134332
31854999.9999 	40.1429672674	-299.999999999	768.415728164
31854999.9999 	40.5793038634	-299.999999999	768.961840035
31854999.9999 	41.0156404594	-299.999999999	769.509473145
31854999.9999 	41.4519770554	-299.999999999	770.058630697
31854999.9999 	41.8883136514	-299.999999999	770.609315899
31854999.9999 	42.3246502473	-299.999999999	771.16153196
31854999.9999 	42.7609868433	-299.999999999	771.715282098
31854999.9999 	43.1973234393	-299.999999999	772.270569529
31854999.9999 	43.6336600353	-299.999999999	772.827397479
31854999.9999 	44.0699966313	-299.999999999	773.385769172
31854999.9999 	44.5063332273	-299.999999998	773.945687841
31854999.9999 	44.9426698233	-299.999999998	774.50715672
31854999.9999 	45.3790064192	-299.999999998	775.070179048
31854999.9999 	45.8153430152	-299.999999998	775.634758067
31854999.9999 	46.2516796112	-299.999999998	776.200897025
31854999.9999 	46.6880162072	-299.999999998	776.768599172
31854999.9999 	47.1243528032	-299.999999998	777.337867763
31854999.9999 	47.5606893992	-299.999999998	777.908706057
31854999.9999 	47.9970259951	-299.999999998	778.481117316
31854999.9999 	48.4333625911	-299.999999998	779.055104807
31854999.9999 	48.8696991871	-299.999999998	779.630671801
31854999.9999 	49.3060357831	-299.999999998	780.207821574
31854999.9999 	49.7423723791	-299.999999998	780.786557403
31854999.9999 	50.1787089751	-299.999999998	781.366882571
31854999.9999 	50.6150455711	-299.999999998	781.948800367
31854999.9999 	51.051382167	-299.999999998	782.53231408
31854999.9999 	51.487718763	-299.999999998	783.117427006
31854999.9999 	51.924055359	-299.999999998	783.704142444
31854999.9999 	52.360391955	-299.999999998	784.292463698
31854999.9999 	52.796728551	-299.999999998	784.882394075
31854999.9999 	53.2330651469	-299.999999998	785.473936886
31854999.9999 	53.6694017429	-299.999999997	786.067095447
31854999.9999 	54.1057383389	-299.999999997	786.661873078
31854999.9999 	54.5420749349	-299.999999997	787.258273102
31854999.9999 	54.9784115309	-299.999999997	787.856298848
31854999.9999 	55.4147481269	-299.999999997	788.455953648
31854999.9999 	55.8510847228	-299.999999997	789.057240838
31854999.9999 	56.2874213188	-299.999999997	789.660163759
31854999.9998 	56.7237579148	-299.999999997	790.264725755
31854999.9998 	57.1600945108	-299.999999997	790.870930174
31854999.9998 	57.5964311068	-299.999999997	791.478780372
31854999.9998 	58.0327677027	-299.999999997	792.088279703
31854999.9998 	58.4691042987	-299.999999997	792.69943153
